total_links,complete_case_links,incomplete_case_links,complete_case_link_years_before_downsample,no_lsoa_original_complete_case_links_after_fill,no_lsoa_original_remaining_incomplete_links_after_fill,with_lsoa_original_remaining_incomplete_links_after_fill
2167557,2164781,2776,21647810,334498,1194,1582
