site_id,monthname,mean_hgv_pct,mean_adt24,n_site_years,n_records,road_prefix,road_type
100,Jan,5.2,36607.75,8,8,M60/,Motorway
100,Feb,5.275,39302.25,8,8,M60/,Motorway
100,Mar,5.4,39194.5,8,8,M60/,Motorway
100,Apr,5.475,36709.5,8,8,M60/,Motorway
100,May,5.325,38404.25,8,8,M60/,Motorway
100,Jun,5.225,40689.125,8,8,M60/,Motorway
100,Jul,5.25,41687.125,8,8,M60/,Motorway
100,Aug,5.15,41399.5,8,8,M60/,Motorway
100,Sep,5.1,42128.75,8,8,M60/,Motorway
100,Oct,5.2375,41967.0,8,8,M60/,Motorway
100,Nov,5.275,40682.625,8,8,M60/,Motorway
100,Dec,4.575,36747.5,8,8,M60/,Motorway
10002,Jan,22.46,44615.6,5,5,M1/4,Motorway
10002,Feb,21.7,54248.666666666664,3,3,M1/4,Motorway
10002,Mar,25.4,48685.5,4,4,M1/4,Motorway
10002,Apr,26.5,44146.5,4,4,M1/4,Motorway
10002,May,24.32,49253.6,5,5,M1/4,Motorway
10002,Jun,24.2,54610.6,5,5,M1/4,Motorway
10002,Jul,22.080000000000002,57330.8,5,5,M1/4,Motorway
10002,Aug,20.54,58866.6,5,5,M1/4,Motorway
10002,Sep,21.759999999999998,57012.6,5,5,M1/4,Motorway
10002,Oct,21.96,53929.4,5,5,M1/4,Motorway
10002,Nov,23.740000000000002,50910.0,5,5,M1/4,Motorway
10002,Dec,21.25,46970.75,4,4,M1/4,Motorway
10003,Jan,27.625,47534.75,8,8,M1/4,Motorway
10003,Feb,27.175,51764.625,8,8,M1/4,Motorway
10003,Mar,28.05,51063.5,8,8,M1/4,Motorway
10003,Apr,27.766666666666666,47568.166666666664,6,6,M1/4,Motorway
10003,May,27.933333333333334,50457.5,6,6,M1/4,Motorway
10003,Jun,26.55,55025.166666666664,6,6,M1/4,Motorway
10003,Jul,26.349999999999998,57523.666666666664,6,6,M1/4,Motorway
10003,Aug,24.5,59407.666666666664,6,6,M1/4,Motorway
10003,Sep,25.542857142857144,57520.0,7,7,M1/4,Motorway
10003,Oct,24.599999999999998,55103.42857142857,7,7,M1/4,Motorway
10003,Nov,27.842857142857145,53500.857142857145,7,7,M1/4,Motorway
10003,Dec,24.2,49084.857142857145,7,7,M1/4,Motorway
10013,Jan,24.474999999999998,44547.625,8,8,M1/4,Motorway
10013,Feb,24.5,48230.625,8,8,M1/4,Motorway
10013,Mar,23.728571428571428,48680.0,7,7,M1/4,Motorway
10013,Apr,24.016666666666666,45735.0,6,6,M1/4,Motorway
10013,May,23.900000000000002,48606.0,6,6,M1/4,Motorway
10013,Jun,22.7,52695.666666666664,6,6,M1/4,Motorway
10013,Jul,22.266666666666666,54857.5,6,6,M1/4,Motorway
10013,Aug,20.55,56431.666666666664,6,6,M1/4,Motorway
10013,Sep,21.885714285714283,54499.0,7,7,M1/4,Motorway
10013,Oct,21.97142857142857,52533.28571428572,7,7,M1/4,Motorway
10013,Nov,23.985714285714288,50506.0,7,7,M1/4,Motorway
10013,Dec,20.914285714285715,46233.0,7,7,M1/4,Motorway
1002,Jan,13.266666666666666,39609.333333333336,3,3,M61/,Motorway
1002,Feb,13.200000000000001,43784.666666666664,3,3,M61/,Motorway
1002,Mar,13.033333333333333,45171.0,3,3,M61/,Motorway
1002,Apr,11.533333333333333,47844.666666666664,3,3,M61/,Motorway
1002,May,11.433333333333332,48723.666666666664,3,3,M61/,Motorway
1002,Jun,11.533333333333333,51035.0,3,3,M61/,Motorway
1002,Jul,12.299999999999999,51190.333333333336,3,3,M61/,Motorway
1002,Aug,11.799999999999999,52964.333333333336,3,3,M61/,Motorway
1002,Sep,12.4,51777.666666666664,3,3,M61/,Motorway
1002,Oct,12.5,51373.333333333336,3,3,M61/,Motorway
1002,Nov,12.766666666666666,49420.666666666664,3,3,M61/,Motorway
1002,Dec,11.1,45054.333333333336,3,3,M61/,Motorway
10024,Jan,25.042857142857144,48224.71428571428,7,7,M1/4,Motorway
10024,Feb,24.599999999999998,52043.42857142857,7,7,M1/4,Motorway
10024,Mar,24.914285714285715,51038.857142857145,7,7,M1/4,Motorway
10024,Apr,25.0,49247.5,6,6,M1/4,Motorway
10024,May,24.816666666666666,51929.0,6,6,M1/4,Motorway
10024,Jun,24.650000000000002,56267.0,6,6,M1/4,Motorway
10024,Jul,22.98,60945.4,5,5,M1/4,Motorway
10024,Aug,21.849999999999998,60430.333333333336,6,6,M1/4,Motorway
10024,Sep,23.714285714285715,58656.71428571428,7,7,M1/4,Motorway
10024,Oct,23.485714285714288,56625.71428571428,7,7,M1/4,Motorway
10024,Nov,25.67142857142857,54270.857142857145,7,7,M1/4,Motorway
10024,Dec,22.02,50040.8,5,5,M1/4,Motorway
10027,Jan,19.125,21386.375,8,8,M18/,Motorway
10027,Feb,19.185714285714287,23997.714285714286,7,7,M18/,Motorway
10027,Mar,19.47142857142857,23903.571428571428,7,7,M18/,Motorway
10027,Apr,19.666666666666668,22544.333333333332,6,6,M18/,Motorway
10027,May,18.566666666666666,23862.5,6,6,M18/,Motorway
10027,Jun,18.150000000000002,25316.833333333332,6,6,M18/,Motorway
10027,Jul,18.166666666666668,26728.333333333332,6,6,M18/,Motorway
10027,Aug,16.516666666666666,27173.5,6,6,M18/,Motorway
10027,Sep,18.025,26373.0,8,8,M18/,Motorway
10027,Oct,18.0875,25991.25,8,8,M18/,Motorway
10027,Nov,19.2125,24954.5,8,8,M18/,Motorway
10027,Dec,16.8875,22568.375,8,8,M18/,Motorway
10028,Jan,22.875,38918.875,8,8,M18/,Motorway
10028,Feb,22.5625,42108.0,8,8,M18/,Motorway
10028,Mar,23.0125,41732.625,8,8,M18/,Motorway
10028,Apr,22.7,39477.71428571428,7,7,M18/,Motorway
10028,May,22.414285714285715,42132.42857142857,7,7,M18/,Motorway
10028,Jun,21.67142857142857,44314.0,7,7,M18/,Motorway
10028,Jul,21.87142857142857,46146.42857142857,7,7,M18/,Motorway
10028,Aug,20.014285714285712,46931.142857142855,7,7,M18/,Motorway
10028,Sep,21.275,45788.0,8,8,M18/,Motorway
10028,Oct,21.5125,44740.375,8,8,M18/,Motorway
10028,Nov,22.8,43487.75,8,8,M18/,Motorway
10028,Dec,20.2125,39517.5,8,8,M18/,Motorway
10031,Jan,23.2875,38371.125,8,8,M18/,Motorway
10031,Feb,23.025,41485.625,8,8,M18/,Motorway
10031,Mar,23.375,41274.125,8,8,M18/,Motorway
10031,Apr,23.185714285714287,39004.0,7,7,M18/,Motorway
10031,May,22.771428571428572,41581.857142857145,7,7,M18/,Motorway
10031,Jun,22.042857142857144,43762.857142857145,7,7,M18/,Motorway
10031,Jul,22.057142857142857,45440.857142857145,7,7,M18/,Motorway
10031,Aug,20.385714285714283,46377.57142857143,7,7,M18/,Motorway
10031,Sep,21.6125,45264.75,8,8,M18/,Motorway
10031,Oct,21.9125,44208.0,8,8,M18/,Motorway
10031,Nov,23.375,42968.75,8,8,M18/,Motorway
10031,Dec,20.5125,38826.125,8,8,M18/,Motorway
10032,Jan,23.085714285714285,43091.42857142857,7,7,M1/4,Motorway
10032,Feb,22.95,47638.125,8,8,M1/4,Motorway
10032,Mar,23.475,47147.125,8,8,M1/4,Motorway
10032,Apr,21.8625,45081.25,8,8,M1/4,Motorway
10032,May,23.633333333333336,46290.5,6,6,M1/4,Motorway
10032,Jun,22.55,50226.333333333336,6,6,M1/4,Motorway
10032,Jul,22.433333333333334,52717.666666666664,6,6,M1/4,Motorway
10032,Aug,20.400000000000002,54329.166666666664,6,6,M1/4,Motorway
10032,Sep,20.9625,52238.75,8,8,M1/4,Motorway
10032,Oct,21.5875,51512.875,8,8,M1/4,Motorway
10032,Nov,22.9625,48647.25,8,8,M1/4,Motorway
10032,Dec,19.7375,45331.375,8,8,M1/4,Motorway
10034,Jan,27.833333333333332,42748.0,3,3,M1/4,Motorway
10034,Feb,28.0,48107.0,3,3,M1/4,Motorway
10034,Mar,27.333333333333332,49010.666666666664,3,3,M1/4,Motorway
10034,Apr,24.85,50566.5,2,2,M1/4,Motorway
10034,May,24.450000000000003,52958.0,2,2,M1/4,Motorway
10034,Jun,24.3,57794.5,2,2,M1/4,Motorway
10034,Jul,23.9,58676.0,2,2,M1/4,Motorway
10034,Aug,22.55,61021.5,2,2,M1/4,Motorway
10034,Sep,23.733333333333334,58036.0,3,3,M1/4,Motorway
10034,Oct,24.233333333333334,56165.0,3,3,M1/4,Motorway
10034,Nov,24.7,54561.666666666664,3,3,M1/4,Motorway
10034,Dec,22.066666666666666,49984.333333333336,3,3,M1/4,Motorway
10035,Jan,9.425,24805.25,8,8,M67/,Motorway
10035,Feb,9.7,26317.875,8,8,M67/,Motorway
10035,Mar,9.8875,26312.25,8,8,M67/,Motorway
10035,Apr,9.825,25354.125,8,8,M67/,Motorway
10035,May,9.7375,26369.625,8,8,M67/,Motorway
10035,Jun,9.7875,27513.875,8,8,M67/,Motorway
10035,Jul,10.0,27919.0,8,8,M67/,Motorway
10035,Aug,9.5875,27457.5,8,8,M67/,Motorway
10035,Sep,9.5875,28093.5,8,8,M67/,Motorway
10035,Oct,9.925,27960.625,8,8,M67/,Motorway
10035,Nov,9.928571428571429,27009.428571428572,7,7,M67/,Motorway
10035,Dec,8.299999999999999,25144.85714285714,7,7,M67/,Motorway
10038,Jan,38.5625,9756.75,8,8,M18/,Motorway
10038,Feb,38.675,10851.0,8,8,M18/,Motorway
10038,Mar,38.95,10850.25,8,8,M18/,Motorway
10038,Apr,39.07142857142857,10240.285714285714,7,7,M18/,Motorway
10038,May,38.17142857142857,10840.42857142857,7,7,M18/,Motorway
10038,Jun,37.728571428571435,11401.714285714286,7,7,M18/,Motorway
10038,Jul,37.300000000000004,11938.0,7,7,M18/,Motorway
10038,Aug,35.27142857142857,12463.714285714286,7,7,M18/,Motorway
10038,Sep,37.15,12227.25,8,8,M18/,Motorway
10038,Oct,39.05714285714286,12335.0,7,7,M18/,Motorway
10038,Nov,38.5625,11548.625,8,8,M18/,Motorway
10038,Dec,34.375,9929.5,8,8,M18/,Motorway
10039,Jan,24.22857142857143,47016.857142857145,7,7,M1/4,Motorway
10039,Feb,23.5625,51087.625,8,8,M1/4,Motorway
10039,Mar,24.900000000000002,50695.857142857145,7,7,M1/4,Motorway
10039,Apr,25.266666666666666,47795.833333333336,6,6,M1/4,Motorway
10039,May,25.133333333333336,50725.166666666664,6,6,M1/4,Motorway
10039,Jun,23.633333333333336,54932.333333333336,6,6,M1/4,Motorway
10039,Jul,23.2,57236.333333333336,6,6,M1/4,Motorway
10039,Aug,21.45,59370.5,6,6,M1/4,Motorway
10039,Sep,22.385714285714283,57592.142857142855,7,7,M1/4,Motorway
10039,Oct,22.3,55679.42857142857,7,7,M1/4,Motorway
10039,Nov,24.400000000000002,53070.166666666664,6,6,M1/4,Motorway
10039,Dec,21.066666666666666,48793.833333333336,6,6,M1/4,Motorway
1004,Jan,20.966666666666665,56893.333333333336,6,6,M62/,Motorway
1004,Feb,22.233333333333334,61387.666666666664,6,6,M62/,Motorway
1004,Mar,23.03333333333333,61150.166666666664,6,6,M62/,Motorway
1004,Apr,22.95,56815.166666666664,6,6,M62/,Motorway
1004,May,23.04,58070.8,5,5,M62/,Motorway
1004,Jun,22.080000000000002,62641.6,5,5,M62/,Motorway
1004,Jul,21.740000000000002,66033.2,5,5,M62/,Motorway
1004,Aug,18.14,67786.8,5,5,M62/,Motorway
1004,Sep,19.53333333333333,65483.166666666664,6,6,M62/,Motorway
1004,Oct,20.833333333333332,65429.333333333336,6,6,M62/,Motorway
1004,Nov,22.683333333333334,63259.0,6,6,M62/,Motorway
1004,Dec,20.266666666666666,59029.666666666664,6,6,M62/,Motorway
10040,Jan,5.066666666666666,3244.0,3,3,A1M/,A-road
10040,Feb,5.133333333333334,3463.6666666666665,3,3,A1M/,A-road
10040,Mar,5.033333333333333,3619.3333333333335,3,3,A1M/,A-road
10040,Apr,4.8,3633.0,3,3,A1M/,A-road
10040,May,4.766666666666667,3740.6666666666665,3,3,A1M/,A-road
10040,Jun,4.7,3747.0,3,3,A1M/,A-road
10040,Jul,5.766666666666667,4103.666666666667,3,3,A1M/,A-road
10040,Aug,4.866666666666666,3751.3333333333335,3,3,A1M/,A-road
10040,Sep,4.6000000000000005,3740.3333333333335,3,3,A1M/,A-road
10040,Oct,4.633333333333333,3797.3333333333335,3,3,A1M/,A-road
10040,Nov,4.433333333333334,3856.6666666666665,3,3,A1M/,A-road
10040,Dec,3.8666666666666667,3446.0,3,3,A1M/,A-road
10046,Jan,13.1875,5056.875,8,8,M18/,Motorway
10046,Feb,13.275,5353.25,8,8,M18/,Motorway
10046,Mar,13.3125,5276.5,8,8,M18/,Motorway
10046,Apr,13.042857142857143,4890.714285714285,7,7,M18/,Motorway
10046,May,12.914285714285715,5197.285714285715,7,7,M18/,Motorway
10046,Jun,12.714285714285714,5426.428571428572,7,7,M18/,Motorway
10046,Jul,12.757142857142856,5647.571428571428,7,7,M18/,Motorway
10046,Aug,12.114285714285714,5669.428571428572,7,7,M18/,Motorway
10046,Sep,12.6125,5661.625,8,8,M18/,Motorway
10046,Oct,13.075,5624.125,8,8,M18/,Motorway
10046,Nov,13.5,5510.0,8,8,M18/,Motorway
10046,Dec,11.875,4891.625,8,8,M18/,Motorway
10049,Jan,25.21666666666667,47911.833333333336,6,6,M1/4,Motorway
10049,Feb,24.95,52470.5,6,6,M1/4,Motorway
10049,Mar,23.683333333333334,50859.833333333336,6,6,M1/4,Motorway
10049,Apr,26.2,48541.2,5,5,M1/4,Motorway
10049,May,25.22,50973.4,5,5,M1/4,Motorway
10049,Jun,24.21666666666667,57877.333333333336,6,6,M1/4,Motorway
10049,Jul,23.619999999999997,59523.6,5,5,M1/4,Motorway
10049,Aug,21.86,61211.8,5,5,M1/4,Motorway
10049,Sep,20.883333333333333,57945.333333333336,6,6,M1/4,Motorway
10049,Oct,23.78,58003.4,5,5,M1/4,Motorway
10049,Nov,25.34,54315.2,5,5,M1/4,Motorway
10049,Dec,20.68,48773.2,5,5,M1/4,Motorway
10051,Jan,23.35,38444.5,8,8,M18/,Motorway
10051,Feb,23.1375,41531.5,8,8,M18/,Motorway
10051,Mar,23.4875,41133.375,8,8,M18/,Motorway
10051,Apr,23.414285714285715,39234.57142857143,7,7,M18/,Motorway
10051,May,22.87142857142857,41660.28571428572,7,7,M18/,Motorway
10051,Jun,22.12857142857143,43766.0,7,7,M18/,Motorway
10051,Jul,22.057142857142857,45427.28571428572,7,7,M18/,Motorway
10051,Aug,20.414285714285715,46472.71428571428,7,7,M18/,Motorway
10051,Sep,21.975,45464.125,8,8,M18/,Motorway
10051,Oct,21.95,44265.625,8,8,M18/,Motorway
10051,Nov,23.375,42976.625,8,8,M18/,Motorway
10051,Dec,20.3875,38605.375,8,8,M18/,Motorway
10056,Jan,10.775,13247.25,8,8,M1/4,Motorway
10056,Feb,10.7,13952.75,8,8,M1/4,Motorway
10056,Mar,10.9125,13941.25,8,8,M1/4,Motorway
10056,Apr,10.9,13113.42857142857,7,7,M1/4,Motorway
10056,May,10.928571428571429,13876.57142857143,7,7,M1/4,Motorway
10056,Jun,10.62857142857143,14525.857142857143,7,7,M1/4,Motorway
10056,Jul,10.62857142857143,15033.0,7,7,M1/4,Motorway
10056,Aug,10.171428571428573,15074.42857142857,7,7,M1/4,Motorway
10056,Sep,10.5625,14937.5,8,8,M1/4,Motorway
10056,Oct,10.6125,14999.75,8,8,M1/4,Motorway
10056,Nov,11.025,14554.125,8,8,M1/4,Motorway
10056,Dec,9.487499999999999,13534.375,8,8,M1/4,Motorway
10058,Jan,12.125,18815.375,8,8,M1/4,Motorway
10058,Feb,12.325,20141.875,8,8,M1/4,Motorway
10058,Mar,12.575000000000001,19912.75,8,8,M1/4,Motorway
10058,Apr,12.62857142857143,18743.285714285714,7,7,M1/4,Motorway
10058,May,12.400000000000002,19850.428571428572,7,7,M1/4,Motorway
10058,Jun,12.071428571428571,20620.571428571428,7,7,M1/4,Motorway
10058,Jul,12.071428571428571,21296.428571428572,7,7,M1/4,Motorway
10058,Aug,11.471428571428572,21394.571428571428,7,7,M1/4,Motorway
10058,Sep,11.9625,21411.0,8,8,M1/4,Motorway
10058,Oct,11.9125,21654.0,8,8,M1/4,Motorway
10058,Nov,12.6375,21358.5,8,8,M1/4,Motorway
10058,Dec,10.6625,19698.5,8,8,M1/4,Motorway
1006,Jan,20.599999999999998,22222.0,3,3,A14/,A-road
1006,Feb,17.05,27258.5,2,2,A14/,A-road
1006,Mar,18.566666666666666,27088.0,3,3,A14/,A-road
1006,Apr,16.933333333333334,25829.0,3,3,A14/,A-road
1006,May,17.0,26938.333333333332,3,3,A14/,A-road
1006,Jun,17.2,27791.666666666668,3,3,A14/,A-road
1006,Jul,17.53333333333333,27716.666666666668,3,3,A14/,A-road
1006,Aug,16.566666666666666,28556.333333333332,3,3,A14/,A-road
1006,Sep,17.333333333333332,28413.0,3,3,A14/,A-road
1006,Oct,17.5,27784.666666666668,3,3,A14/,A-road
1006,Nov,17.233333333333334,27351.0,3,3,A14/,A-road
1006,Dec,15.700000000000001,24336.0,3,3,A14/,A-road
10063,Jan,27.85,18891.0,2,2,M6/7,Motorway
10063,Feb,23.46666666666667,24403.666666666668,3,3,M6/7,Motorway
10063,Mar,23.5,25498.333333333332,3,3,M6/7,Motorway
10063,Apr,18.666666666666668,30022.666666666668,3,3,M6/7,Motorway
10063,May,17.7,31997.333333333332,3,3,M6/7,Motorway
10063,Jun,17.866666666666664,33067.666666666664,3,3,M6/7,Motorway
10063,Jul,17.03333333333333,35076.0,3,3,M6/7,Motorway
10063,Aug,15.933333333333332,36293.666666666664,3,3,M6/7,Motorway
10063,Sep,18.03333333333333,32136.333333333332,3,3,M6/7,Motorway
10063,Oct,18.633333333333333,31142.0,3,3,M6/7,Motorway
10063,Nov,20.133333333333333,28723.333333333332,3,3,M6/7,Motorway
10063,Dec,17.133333333333333,27337.333333333332,3,3,M6/7,Motorway
10067,Jan,26.3,30729.0,1,1,M18/,Motorway
10067,Feb,26.8,32921.0,1,1,M18/,Motorway
10070,Jan,23.68,22021.6,5,5,M62/,Motorway
10070,Feb,23.44,23674.4,5,5,M62/,Motorway
10070,Mar,24.2,24932.333333333332,3,3,M62/,Motorway
10070,Apr,22.3,25340.0,3,3,M62/,Motorway
10070,May,23.133333333333336,25864.666666666668,3,3,M62/,Motorway
10070,Jun,22.53333333333333,25872.333333333332,3,3,M62/,Motorway
10070,Jul,23.0,26687.666666666668,3,3,M62/,Motorway
10070,Aug,21.166666666666668,27398.333333333332,3,3,M62/,Motorway
10070,Sep,22.633333333333336,25902.333333333332,3,3,M62/,Motorway
10070,Oct,23.46,26504.2,5,5,M62/,Motorway
10070,Nov,23.619999999999997,24898.0,5,5,M62/,Motorway
10070,Dec,21.48,21582.0,5,5,M62/,Motorway
10075,Jan,23.933333333333334,46993.166666666664,6,6,M1/4,Motorway
10075,Feb,23.057142857142857,50606.28571428572,7,7,M1/4,Motorway
10075,Mar,23.9875,51204.0,8,8,M1/4,Motorway
10075,Apr,24.099999999999998,48525.142857142855,7,7,M1/4,Motorway
10075,May,24.28333333333333,51666.666666666664,6,6,M1/4,Motorway
10075,Jun,23.433333333333334,55142.5,6,6,M1/4,Motorway
10075,Jul,23.166666666666668,58409.666666666664,6,6,M1/4,Motorway
10075,Aug,21.133333333333333,59971.666666666664,6,6,M1/4,Motorway
10075,Sep,22.142857142857142,58438.857142857145,7,7,M1/4,Motorway
10075,Oct,22.166666666666668,55878.333333333336,6,6,M1/4,Motorway
10075,Nov,24.66,53354.8,5,5,M1/4,Motorway
10075,Dec,21.380000000000003,49258.0,5,5,M1/4,Motorway
10080,Jan,24.5625,33730.625,8,8,M18/,Motorway
10080,Feb,24.125,36495.0,8,8,M18/,Motorway
10080,Mar,24.5125,36070.375,8,8,M18/,Motorway
10080,Apr,24.271428571428572,34398.142857142855,7,7,M18/,Motorway
10080,May,23.82857142857143,36605.71428571428,7,7,M18/,Motorway
10080,Jun,22.82857142857143,38532.142857142855,7,7,M18/,Motorway
10080,Jul,22.97142857142857,40096.857142857145,7,7,M18/,Motorway
10080,Aug,21.042857142857144,41001.28571428572,7,7,M18/,Motorway
10080,Sep,22.4875,39881.875,8,8,M18/,Motorway
10080,Oct,22.825,38917.375,8,8,M18/,Motorway
10080,Nov,24.4375,37863.125,8,8,M18/,Motorway
10080,Dec,21.2875,34018.625,8,8,M18/,Motorway
10082,Jan,20.175,22196.375,8,8,M18/,Motorway
10082,Feb,20.225,23958.125,8,8,M18/,Motorway
10082,Mar,20.7125,24019.0,8,8,M18/,Motorway
10082,Apr,20.300000000000004,22807.285714285714,7,7,M18/,Motorway
10082,May,19.842857142857145,24236.714285714286,7,7,M18/,Motorway
10082,Jun,19.17142857142857,25290.571428571428,7,7,M18/,Motorway
10082,Jul,19.24285714285714,26320.428571428572,7,7,M18/,Motorway
10082,Aug,17.52857142857143,27041.714285714286,7,7,M18/,Motorway
10082,Sep,18.7875,26289.375,8,8,M18/,Motorway
10082,Oct,18.9875,25774.75,8,8,M18/,Motorway
10082,Nov,20.15,24981.375,8,8,M18/,Motorway
10082,Dec,17.6625,22295.25,8,8,M18/,Motorway
10085,Jan,24.375,11291.125,8,8,M18/,Motorway
10085,Feb,24.0625,12578.0,8,8,M18/,Motorway
10085,Mar,24.1375,12770.625,8,8,M18/,Motorway
10085,Apr,23.942857142857143,12150.285714285714,7,7,M18/,Motorway
10085,May,23.042857142857144,13006.42857142857,7,7,M18/,Motorway
10085,Jun,22.357142857142858,13386.42857142857,7,7,M18/,Motorway
10085,Jul,21.728571428571428,14167.57142857143,7,7,M18/,Motorway
10085,Aug,19.5,14876.714285714286,7,7,M18/,Motorway
10085,Sep,21.4625,14137.625,8,8,M18/,Motorway
10085,Oct,22.4625,13954.5,8,8,M18/,Motorway
10085,Nov,23.875,12999.875,8,8,M18/,Motorway
10085,Dec,21.0,11611.0,8,8,M18/,Motorway
10087,Jan,21.67142857142857,43120.71428571428,7,7,M18/,Motorway
10087,Feb,21.47142857142857,47300.0,7,7,M18/,Motorway
10087,Mar,22.114285714285717,47167.71428571428,7,7,M18/,Motorway
10087,Apr,21.900000000000002,44762.57142857143,7,7,M18/,Motorway
10087,May,21.485714285714288,47058.42857142857,7,7,M18/,Motorway
10087,Jun,20.82857142857143,49728.28571428572,7,7,M18/,Motorway
10087,Jul,20.657142857142855,51549.857142857145,7,7,M18/,Motorway
10087,Aug,19.233333333333334,52288.0,6,6,M18/,Motorway
10087,Sep,20.25,50816.75,8,8,M18/,Motorway
10087,Oct,20.9375,50635.5,8,8,M18/,Motorway
10087,Nov,21.885714285714283,48941.0,7,7,M18/,Motorway
10087,Dec,19.057142857142857,44370.857142857145,7,7,M18/,Motorway
10089,Jan,26.9,49008.625,8,8,M1/4,Motorway
10089,Feb,26.425,53156.125,8,8,M1/4,Motorway
10089,Mar,27.1375,52691.375,8,8,M1/4,Motorway
10089,Apr,27.12857142857143,49844.57142857143,7,7,M1/4,Motorway
10089,May,27.114285714285717,52292.42857142857,7,7,M1/4,Motorway
10089,Jun,26.042857142857144,56061.42857142857,7,7,M1/4,Motorway
10089,Jul,25.785714285714285,58204.28571428572,7,7,M1/4,Motorway
10089,Aug,24.114285714285717,60038.857142857145,7,7,M1/4,Motorway
10089,Sep,24.8875,58405.5,8,8,M1/4,Motorway
10089,Oct,25.2,56861.125,8,8,M1/4,Motorway
10089,Nov,26.75,54705.75,8,8,M1/4,Motorway
10089,Dec,23.175,50349.5,8,8,M1/4,Motorway
1009,Jan,12.3,51724.0,1,1,M6/5,Motorway
1009,Feb,11.9,53982.0,1,1,M6/5,Motorway
1009,Apr,10.4,58834.0,1,1,M6/5,Motorway
1009,May,11.4,56409.0,1,1,M6/5,Motorway
10090,Jan,21.75714285714286,43456.28571428572,7,7,M18/,Motorway
10090,Feb,21.52857142857143,47623.142857142855,7,7,M18/,Motorway
10090,Mar,22.142857142857142,47400.42857142857,7,7,M18/,Motorway
10090,Apr,22.016666666666666,44283.166666666664,6,6,M18/,Motorway
10090,May,21.483333333333334,47015.0,6,6,M18/,Motorway
10090,Jun,20.8,49930.666666666664,6,6,M18/,Motorway
10090,Jul,20.583333333333332,52287.833333333336,6,6,M18/,Motorway
10090,Aug,19.233333333333334,52564.833333333336,6,6,M18/,Motorway
10090,Sep,20.24285714285714,51408.142857142855,7,7,M18/,Motorway
10090,Oct,21.05,51141.875,8,8,M18/,Motorway
10090,Nov,22.02857142857143,49298.28571428572,7,7,M18/,Motorway
10090,Dec,19.057142857142857,44600.71428571428,7,7,M18/,Motorway
10091,Jan,25.275000000000002,33855.0,8,8,M18/,Motorway
10091,Feb,24.2875,37038.625,8,8,M18/,Motorway
10091,Mar,24.8625,36951.625,8,8,M18/,Motorway
10091,Apr,24.857142857142858,35441.142857142855,7,7,M18/,Motorway
10091,May,24.12857142857143,37260.42857142857,7,7,M18/,Motorway
10091,Jun,23.385714285714283,39379.57142857143,7,7,M18/,Motorway
10091,Jul,23.17142857142857,41123.42857142857,7,7,M18/,Motorway
10091,Aug,21.485714285714288,41817.0,7,7,M18/,Motorway
10091,Sep,22.925,40448.875,8,8,M18/,Motorway
10091,Oct,23.0625,39509.875,8,8,M18/,Motorway
10091,Nov,24.7,38189.125,8,8,M18/,Motorway
10091,Dec,21.575,34714.0,8,8,M18/,Motorway
10092,Jan,20.6875,38107.625,8,8,M18/,Motorway
10092,Feb,20.125,41935.375,8,8,M18/,Motorway
10092,Mar,20.575,42002.5,8,8,M18/,Motorway
10092,Apr,20.442857142857143,39708.42857142857,7,7,M18/,Motorway
10092,May,20.042857142857144,42015.142857142855,7,7,M18/,Motorway
10092,Jun,19.442857142857143,44404.142857142855,7,7,M18/,Motorway
10092,Jul,19.328571428571426,46296.0,7,7,M18/,Motorway
10092,Aug,17.871428571428574,46770.0,7,7,M18/,Motorway
10092,Sep,18.9125,45594.75,8,8,M18/,Motorway
10092,Oct,19.1,44865.0,8,8,M18/,Motorway
10092,Nov,20.4625,43410.625,8,8,M18/,Motorway
10092,Dec,18.0,39393.625,8,8,M18/,Motorway
10096,Jan,6.35,2898.5,2,2,A1M/,A-road
10096,Feb,6.050000000000001,3091.5,2,2,A1M/,A-road
10096,Mar,6.05,3336.0,2,2,A1M/,A-road
10096,Apr,5.550000000000001,3421.0,2,2,A1M/,A-road
10096,May,5.65,3575.5,2,2,A1M/,A-road
10096,Jun,5.833333333333333,3540.3333333333335,3,3,A1M/,A-road
10096,Jul,5.5,3476.6666666666665,3,3,A1M/,A-road
10096,Aug,5.433333333333333,3530.3333333333335,3,3,A1M/,A-road
10096,Sep,5.833333333333333,3561.0,3,3,A1M/,A-road
10096,Oct,5.366666666666667,3485.0,3,3,A1M/,A-road
10096,Nov,5.5,3572.6666666666665,3,3,A1M/,A-road
10096,Dec,4.833333333333333,3246.6666666666665,3,3,A1M/,A-road
10097,Jan,28.433333333333334,14246.666666666666,3,3,M1/4,Motorway
10097,Feb,28.633333333333336,15424.0,3,3,M1/4,Motorway
10097,Mar,27.76666666666667,15659.666666666666,3,3,M1/4,Motorway
10097,Apr,25.65,16341.0,2,2,M1/4,Motorway
10097,May,25.1,16567.5,2,2,M1/4,Motorway
10097,Jun,25.45,17310.0,2,2,M1/4,Motorway
10097,Jul,25.35,17201.0,2,2,M1/4,Motorway
10097,Aug,24.35,17296.5,2,2,M1/4,Motorway
10097,Sep,25.46666666666667,17266.666666666668,3,3,M1/4,Motorway
10097,Oct,26.23333333333333,17286.666666666668,3,3,M1/4,Motorway
10097,Nov,26.166666666666668,16673.333333333332,3,3,M1/4,Motorway
10097,Dec,22.633333333333336,15267.666666666666,3,3,M1/4,Motorway
