artifact,usable_for_post_grade_noise_floor,current_glm_pseudo_r2,artifact_glm_pseudo_r2,current_n_glm_features,artifact_n_glm_features,reason
rank_stability_provenance,False,0.3471944739974142,0.30129078341322035,32,20,stale: GLM feature surface/pseudo-R2 differs from current post-grade model
