total_links,complete_case_links,incomplete_case_links,complete_case_link_years_before_downsample,no_lsoa_complete_case_links,no_lsoa_dropped_links,no_lsoa_complete_case_link_years,no_lsoa_dropped_link_years,with_lsoa_complete_case_links,with_lsoa_dropped_links,with_lsoa_complete_case_link_years,with_lsoa_dropped_link_years
2167557,1830283,337274,18302830,0,335692,0,3356920,1830283,1582,18302830,15820
